person_id,first_name,last_name,speech_id,theme_name,entailment_score,classification,speech_title,speech_link,speech_content_preview,group_code,country
2341,Michael,Gahler,ca569f4bdc15e579089f14813664b0bb,CriticizesOctober7Attack,0.1854858696460724,neutral,"Verbatim report of proceedings - Situation in the Middle East (debate) - Tuesday, 8 July 2025",https://www.europarl.europa.eu/doceo/document/CRE-10-2025-07-08-ITM-016_EN.html,"  Michael Gahler,  im Namen der PPE-Fraktion. – Frau Präsidentin, werte Kollegen! Was zum Iran gesag",EPP,DEU
2341,Michael,Gahler,ca569f4bdc15e579089f14813664b0bb,IsraelRightToSelfDefense,0.3475218713283539,neutral,"Verbatim report of proceedings - Situation in the Middle East (debate) - Tuesday, 8 July 2025",https://www.europarl.europa.eu/doceo/document/CRE-10-2025-07-08-ITM-016_EN.html,"  Michael Gahler,  im Namen der PPE-Fraktion. – Frau Präsidentin, werte Kollegen! Was zum Iran gesag",EPP,DEU
2341,Michael,Gahler,ca569f4bdc15e579089f14813664b0bb,HamasUsesHumanShields,0.1005254760384559,opposes,"Verbatim report of proceedings - Situation in the Middle East (debate) - Tuesday, 8 July 2025",https://www.europarl.europa.eu/doceo/document/CRE-10-2025-07-08-ITM-016_EN.html,"  Michael Gahler,  im Namen der PPE-Fraktion. – Frau Präsidentin, werte Kollegen! Was zum Iran gesag",EPP,DEU
2341,Michael,Gahler,ca569f4bdc15e579089f14813664b0bb,Hostages,0.025975476950407,neutral,"Verbatim report of proceedings - Situation in the Middle East (debate) - Tuesday, 8 July 2025",https://www.europarl.europa.eu/doceo/document/CRE-10-2025-07-08-ITM-016_EN.html,"  Michael Gahler,  im Namen der PPE-Fraktion. – Frau Präsidentin, werte Kollegen! Was zum Iran gesag",EPP,DEU
2341,Michael,Gahler,9e1580db31b96c6a305a219f9fc7e562,CriticizesOctober7Attack,0.0142170554026961,neutral,"Verbatim report of proceedings - Situation in the Middle East (joint debate) - Tuesday, 17 June 2025",https://www.europarl.europa.eu/doceo/document/CRE-10-2025-06-17-ITM-021_EN.html,"  Michael Gahler,  on behalf of the PPE Group. – Madam President, colleagues, on Iran, I think that ",EPP,DEU
2341,Michael,Gahler,9e1580db31b96c6a305a219f9fc7e562,IsraelRightToSelfDefense,0.0685085207223892,neutral,"Verbatim report of proceedings - Situation in the Middle East (joint debate) - Tuesday, 17 June 2025",https://www.europarl.europa.eu/doceo/document/CRE-10-2025-06-17-ITM-021_EN.html,"  Michael Gahler,  on behalf of the PPE Group. – Madam President, colleagues, on Iran, I think that ",EPP,DEU
2341,Michael,Gahler,9e1580db31b96c6a305a219f9fc7e562,HamasUsesHumanShields,0.0732225328683853,neutral,"Verbatim report of proceedings - Situation in the Middle East (joint debate) - Tuesday, 17 June 2025",https://www.europarl.europa.eu/doceo/document/CRE-10-2025-06-17-ITM-021_EN.html,"  Michael Gahler,  on behalf of the PPE Group. – Madam President, colleagues, on Iran, I think that ",EPP,DEU
2341,Michael,Gahler,9e1580db31b96c6a305a219f9fc7e562,Hostages,0.008684404194355,neutral,"Verbatim report of proceedings - Situation in the Middle East (joint debate) - Tuesday, 17 June 2025",https://www.europarl.europa.eu/doceo/document/CRE-10-2025-06-17-ITM-021_EN.html,"  Michael Gahler,  on behalf of the PPE Group. – Madam President, colleagues, on Iran, I think that ",EPP,DEU
2341,Michael,Gahler,5a9c928724198d99f026ffe753856f92,CriticizesOctober7Attack,0.0392843708395957,neutral,"Verbatim report of proceedings - The EU's response to the Israeli government's plan to seize the Gaza Strip, ensuring effective humanitarian support and the liberation of hostages (debate) - Wednesday, 21 May 2025",https://www.europarl.europa.eu/doceo/document/CRE-10-2025-05-21-ITM-010_EN.html,  Michael Gahler (PPE).   – Frau Präsidentin! Kollegen! Wenn Freunde Israels zutiefst besorgt sind ü,EPP,DEU
2341,Michael,Gahler,5a9c928724198d99f026ffe753856f92,IsraelRightToSelfDefense,0.1945582777261734,neutral,"Verbatim report of proceedings - The EU's response to the Israeli government's plan to seize the Gaza Strip, ensuring effective humanitarian support and the liberation of hostages (debate) - Wednesday, 21 May 2025",https://www.europarl.europa.eu/doceo/document/CRE-10-2025-05-21-ITM-010_EN.html,  Michael Gahler (PPE).   – Frau Präsidentin! Kollegen! Wenn Freunde Israels zutiefst besorgt sind ü,EPP,DEU
2341,Michael,Gahler,5a9c928724198d99f026ffe753856f92,HamasUsesHumanShields,0.0294649340212345,neutral,"Verbatim report of proceedings - The EU's response to the Israeli government's plan to seize the Gaza Strip, ensuring effective humanitarian support and the liberation of hostages (debate) - Wednesday, 21 May 2025",https://www.europarl.europa.eu/doceo/document/CRE-10-2025-05-21-ITM-010_EN.html,  Michael Gahler (PPE).   – Frau Präsidentin! Kollegen! Wenn Freunde Israels zutiefst besorgt sind ü,EPP,DEU
2341,Michael,Gahler,5a9c928724198d99f026ffe753856f92,Hostages,0.0053230812773108,neutral,"Verbatim report of proceedings - The EU's response to the Israeli government's plan to seize the Gaza Strip, ensuring effective humanitarian support and the liberation of hostages (debate) - Wednesday, 21 May 2025",https://www.europarl.europa.eu/doceo/document/CRE-10-2025-05-21-ITM-010_EN.html,  Michael Gahler (PPE).   – Frau Präsidentin! Kollegen! Wenn Freunde Israels zutiefst besorgt sind ü,EPP,DEU
256991,Sebastiaan,Stöteler,d18505c0e8070d55f87367c486410ac2,CriticizesOctober7Attack,0.4304870665073395,neutral,"Verbatim report of proceedings - Situation in the Middle East (debate) - Tuesday, 8 July 2025",https://www.europarl.europa.eu/doceo/document/CRE-10-2025-07-08-ITM-016_EN.html,"  Sebastiaan Stöteler,  on behalf of the PfE Group. – Madam President, Commissioner, this debate abo",PFE,NLD
256991,Sebastiaan,Stöteler,d18505c0e8070d55f87367c486410ac2,IsraelRightToSelfDefense,0.1396821439266204,neutral,"Verbatim report of proceedings - Situation in the Middle East (debate) - Tuesday, 8 July 2025",https://www.europarl.europa.eu/doceo/document/CRE-10-2025-07-08-ITM-016_EN.html,"  Sebastiaan Stöteler,  on behalf of the PfE Group. – Madam President, Commissioner, this debate abo",PFE,NLD
256991,Sebastiaan,Stöteler,d18505c0e8070d55f87367c486410ac2,HamasUsesHumanShields,0.0104700168594717,neutral,"Verbatim report of proceedings - Situation in the Middle East (debate) - Tuesday, 8 July 2025",https://www.europarl.europa.eu/doceo/document/CRE-10-2025-07-08-ITM-016_EN.html,"  Sebastiaan Stöteler,  on behalf of the PfE Group. – Madam President, Commissioner, this debate abo",PFE,NLD
256991,Sebastiaan,Stöteler,d18505c0e8070d55f87367c486410ac2,Hostages,0.0012867004843428,neutral,"Verbatim report of proceedings - Situation in the Middle East (debate) - Tuesday, 8 July 2025",https://www.europarl.europa.eu/doceo/document/CRE-10-2025-07-08-ITM-016_EN.html,"  Sebastiaan Stöteler,  on behalf of the PfE Group. – Madam President, Commissioner, this debate abo",PFE,NLD
256991,Sebastiaan,Stöteler,64c65ac148e4234f63bc399551c36633,CriticizesOctober7Attack,0.0037862253375351,neutral,"Verbatim report of proceedings - Situation in the Middle East (joint debate) - Tuesday, 17 June 2025",https://www.europarl.europa.eu/doceo/document/CRE-10-2025-06-17-ITM-021_EN.html,"  Sebastiaan Stöteler,  on behalf of the PfE Group. – Madam President, the title of this so-called j",PFE,NLD
256991,Sebastiaan,Stöteler,64c65ac148e4234f63bc399551c36633,IsraelRightToSelfDefense,0.1268519163131714,neutral,"Verbatim report of proceedings - Situation in the Middle East (joint debate) - Tuesday, 17 June 2025",https://www.europarl.europa.eu/doceo/document/CRE-10-2025-06-17-ITM-021_EN.html,"  Sebastiaan Stöteler,  on behalf of the PfE Group. – Madam President, the title of this so-called j",PFE,NLD
256991,Sebastiaan,Stöteler,64c65ac148e4234f63bc399551c36633,HamasUsesHumanShields,0.020188208669424,neutral,"Verbatim report of proceedings - Situation in the Middle East (joint debate) - Tuesday, 17 June 2025",https://www.europarl.europa.eu/doceo/document/CRE-10-2025-06-17-ITM-021_EN.html,"  Sebastiaan Stöteler,  on behalf of the PfE Group. – Madam President, the title of this so-called j",PFE,NLD
256991,Sebastiaan,Stöteler,64c65ac148e4234f63bc399551c36633,Hostages,0.0180544685572385,neutral,"Verbatim report of proceedings - Situation in the Middle East (joint debate) - Tuesday, 17 June 2025",https://www.europarl.europa.eu/doceo/document/CRE-10-2025-06-17-ITM-021_EN.html,"  Sebastiaan Stöteler,  on behalf of the PfE Group. – Madam President, the title of this so-called j",PFE,NLD
256991,Sebastiaan,Stöteler,9c86b680845c441b908e41ce3db0ddac,CriticizesOctober7Attack,0.1461439579725265,neutral,"Verbatim report of proceedings - Escalation of violence in the Middle East and the situation in Lebanon (debate) - Tuesday, 8 October 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-10-08-ITM-004_EN.html,"  Sebastiaan Stöteler,  namens de PfE-Fractie. – Voorzitter, Israël is verwikkeld in een strijd tege",PFE,NLD
256991,Sebastiaan,Stöteler,9c86b680845c441b908e41ce3db0ddac,IsraelRightToSelfDefense,0.4031089544296264,neutral,"Verbatim report of proceedings - Escalation of violence in the Middle East and the situation in Lebanon (debate) - Tuesday, 8 October 2024",https://www.europarl.europa.eu/doceo/document/CRE-10-2024-10-08-ITM-004_EN.html,"  Sebastiaan Stöteler,  namens de PfE-Fractie. – Voorzitter, Israël is verwikkeld in een strijd tege",PFE,NLD
